index,Document No.,Document Title
2369,079254C-1M00-DW-1622-002-04,"MAIN CABLE ROUTING AND POWER
SYSTEM - INSTALLATION LAYOUT
AREA 1M00"
2370,079254C-1M00-DW-1622-002-04,"MAIN CABLE ROUTING AND POWER
SYSTEM - INSTALLATION LAYOUT
AREA 1M00"
2371,079254C-1M00-DW-1622-002-05,"MAIN CABLE ROUTING AND POWER
SYSTEM - INSTALLATION LAYOUT
AREA 1M00"
2372,079254C-1M00-DW-1622-002-05,"MAIN CABLE ROUTING AND POWER
SYSTEM - INSTALLATION LAYOUT
AREA 1M00"
2373,079254C-1M00-DW-1622-002-05,"MAIN CABLE ROUTING AND POWER
SYSTEM - INSTALLATION LAYOUT
AREA 1M00"
2374,079254C-1M00-DW-1622-002-06,"MAIN CABLE ROUTING AND POWER
SYSTEM - INSTALLATION LAYOUT
AREA 1M00"
2375,079254C-1M00-DW-1622-002-06,"MAIN CABLE ROUTING AND POWER
SYSTEM - INSTALLATION LAYOUT
AREA 1M00"
2376,079254C-1M00-DW-1622-002-07,"MAIN CABLE ROUTING AND POWER
SYSTEM - INSTALLATION LAYOUT
AREA 1M00"
2377,079254C-1M00-DW-1622-002-07,"MAIN CABLE ROUTING AND POWER
SYSTEM - INSTALLATION LAYOUT
AREA 1M00"
2378,079254C-1M00-DW-1745-005-01,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2379,079254C-1M00-DW-1745-005-01,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2380,079254C-1M00-DW-1745-005-01,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2381,079254C-1M00-DW-1745-005-01,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2382,079254C-1M00-DW-1745-005-02,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2383,079254C-1M00-DW-1745-005-02,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2384,079254C-1M00-DW-1745-005-02,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2385,079254C-1M00-DW-1745-005-02,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2386,079254C-1M00-DW-1745-005-03,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2387,079254C-1M00-DW-1745-005-03,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2388,079254C-1M00-DW-1745-005-03,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2389,079254C-1M00-DW-1745-005-04,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2390,079254C-1M00-DW-1745-005-04,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2391,079254C-1M00-DW-1745-005-04,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2392,079254C-1M00-DW-1745-005-04,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2393,079254C-1M00-DW-1745-006-01,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-200"
2394,079254C-1M00-DW-1745-006-01,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-200"
2395,079254C-1M00-DW-1745-006-02,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-200"
2396,079254C-1M00-DW-1745-006-02,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-200"
2397,079254C-1M00-DW-1745-006-03,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-200"
2398,079254C-1M00-DW-1745-006-03,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-200"
2399,079254C-1M00-DW-1745-006-04,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-200"
2400,079254C-1M00-DW-1745-006-04,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-200"
2401,079254C-1M00-DW-1745-006-05,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-200"
2402,079254C-1M00-DW-1745-006-05,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-200"
2403,079254C-1M00-DW-1845-006-01,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - ISOMETRIC VIEW"
2404,079254C-1M00-DW-1845-006-02,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - ISOMETRIC VIEW"
2405,079254C-1M00-DW-1845-006-03,"UNIT 1M00 - STEEL ISOLATED
SUPPORT FOR 00-IS-200 - 00-IS-
200-01 A/B - PLANS, SECTION &
DETAIL"
2406,079254C-1M00-DW-1845-006-04,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-02 A/B -
PLANS, SECTION & DETAIL"
2407,079254C-1M00-DW-1845-006-05,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-03 A/B -
PLANS, SECTION & DETAIL"
2408,079254C-1M00-DW-1845-006-06,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-04 -
PLANS, SECTION & DETAIL"
2409,079254C-1M00-DW-1845-006-07,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-05 -
PLANS, SECTION & DETAIL"
2410,079254C-1M00-DW-1845-006-08,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-06 A/B -
PLANS, SECTION & DETAIL"
2411,079254C-1M00-DW-1845-006-09,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-07 A/B -
PLANS, SECTION & DETAIL"
2412,079254C-1M00-DW-1845-006-10,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-08 A/B -
PLANS, SECTION & DETAIL"
2413,079254C-1M00-DW-1845-006-11,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-09 A/B -
PLANS, SECTION & DETAIL"
2414,079254C-1M00-DW-1845-006-12,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-10 A/B -
PLANS, SECTION & DETAIL"
2415,079254C-1M00-DW-1845-006-13,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-11 -
PLANS, SECTION & DETAIL"
2416,079254C-1M00-DW-1845-006-14,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-12 -
PLANS, SECTION & DETAIL"
2417,079254C-1M00-DW-1845-006-15,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-13
A/B/C/D - PLANS, SECTION &
DETAIL"
2418,079254C-1M00-DW-1845-006-16,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-14 -
PLANS, SECTION & DETAIL"
2419,079254C-1M00-DW-1845-006-17,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-16 -
PLANS, SECTIONS & DETAILS"
2420,079254C-1M00-DW-1845-006-18,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-17 A/B &
18 - PLANS, SECTIONS & DETAILS"
2421,079254C-1M00-DW-1845-006-19,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-19 -
PLANS, SECTIONS & DETAILS"
2422,079254C-1M00-DW-1845-006-20,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-21 -
PLANS, SECTION & DETAIL"
2423,079254C-1M00-DW-1845-006-21,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-22 -
PLANS, SECTION & DETAIL"
2424,079254C-1M00-DW-1845-006-22,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-23 -
PLANS, SECTION & DETAIL"
2425,079254C-1M00-DW-1845-006-23,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-24 -
PLANS, SECTION & DETAIL"
2426,079254C-1M00-DW-1845-006-24,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-25 A/B -
PLANS, SECTION & DETAIL"
2427,079254C-1M00-DW-1845-006-25,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-26 -
PLANS, SECTION & DETAIL"
2428,079254C-1M00-DW-1845-006-26,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-27 A/B -
PLANS, SECTION & DETAIL"
2429,079254C-1M00-MTO-1745-005,"UNIT 1M00 - REFINERY
INTERCONNECTING - MATERIAL
TAKE-OFF FOR FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2430,079254C-1M00-MTO-1745-005,"UNIT 1M00 - REFINERY
INTERCONNECTING - MATERIAL
TAKE-OFF FOR FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2431,079254C-1M00-MTO-1745-005,"UNIT 1M00 - REFINERY
INTERCONNECTING - MATERIAL
TAKE-OFF FOR FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2432,079254C-1M00-MTO-1745-005,"UNIT 1M00 - REFINERY
INTERCONNECTING - MATERIAL
TAKE-OFF FOR FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2433,079254C-1M00-MTO-1845-006,"UNIT 1M00 - REFINERY
INTERCONNECTING - MATERIAL
TAKE-OFF FOR ISOLATED SUPPORT
00-IS-200"
2434,079254C-1M00-MTO-1845-006,"UNIT 1M00 - REFINERY
INTERCONNECTING - MATERIAL
TAKE-OFF FOR ISOLATED SUPPORT
00-IS-200"
2435,nan,LIST AND REPORTS NM
2436,079254C-1M00-NM-1623-001,"ELECTRICAL CABLE SCHEDULE FOR
11 KV POWER CABLES (POWER
SUPPLY TO PEB-1G-01 / PEB-1P-
01 / PEB-2B-01)"
2437,079254C-1M00-TSI-PTJ-13-00001,TECHNICAL SITE INSTRUCTION -00-IS-100- FABRICATION ANDERECTION OF NEW PIPE SUPPORTASSEMBLIES (4 NOS.)
2438,079254C-1M00-TSI-PTJ-17-00010,"TECHNICAL SITE INSTRUCTION - CLARIFICATION OF POSTINSTALLED
ANCHORS ON ISOLATED SUPPORTS 00-IS-100- 1050/1051/1052/1053"
2439,079254C-1M00-TSI-PTJ-17-00011,TECHNICAL SITE INSTRUCTION - ADDITION FOUNDATION FOR ISOLATED SUPPORT 00-IS-100-1054
2440,079254C-1M00-TSI-PTJ-17-00012,"TECHNICAL SITE INSTRUCTION - CONCRETE FOUNDATION FOR LIGHTING POLES (1Q-SL-02/15 &
1Q-SL-02/16)"
2441,079254C-1M00-TSI-PTJ-17-00014,TECHNICAL SITE INSTRUCTION -ADDITION FOUNDATIONS FOR ISOLATED SUPPORTS (00-IS-100-1055 TO 1060)
2442,079254C-1M00-TSI-PTJ-17-00015,TECHNICAL SITE INSTRUCTION -ADDITION FOUNDATIONS FOR STEEL ISOLATED SUPPORTS (00-IS-100-1061 TO 1064)
2443,079254C-1M00-TSI-PTJ-17-00015,TECHNICAL SITE INSTRUCTION -ADDITION FOUNDATIONS FOR STEEL ISOLATED SUPPORTS (00-IS-100-1061 TO 1064)
2444,079254C-1M00-TSI-PTJ-17-00016,TECHNICAL SITE INSTRUCTION -ADDITION FOUNDATION FOR ISOLATED SUPPORT (00-IS-100-1068)
2445,079254C-1M00-TSI-PTJ-18-00001,TECHNICAL SITE INSTRUCTION-00-STR-100- FABRICATION AND ERECTION OF NEW PIPE SUPPORT ASSEMBLIES (4 NOS.)
2446,nan,LIST AND REPORTS NM
2447,nan,  SYSTEM COMPONENT LIST 9001
2448,079254C-1M50-NM-9001-001,"SYSTEM COMPONENT LIST - 17-
1M50-C-000-01 - STRUCTURES"
2449,079254C-1M50-NM-9001-002,"SYSTEM COMPONENT LIST - 17-
1M50-C-000-02 - PIPERACK"
2450,079254C-1M50-NM-9001-003,"SYSTEM COMPONENT LIST - 17-
1M50-C-000-03 - PAVING, ROADS
AND YARDS"
2451,079254C-1M50-NM-9001-004,"SYSTEM COMPONENT LIST - 17-
1M50-E-000-01 - LIGHTING AND
SMALL POWER"
2452,079254C-1M50-NM-9001-005,"SYSTEM COMPONENT LIST - 17-
1M50-E-000-02 - EARTHING AND
LIGHTNING"
2453,079254C-1M50-NM-9001-006,"SYSTEM COMPONENT LIST - 17-
1M50-J-000-01 - MULTICORE
CABLES, JUNCTION BOXES AND
CABLE TRAYS"
2454,079254C-1M50-NM-9001-007,"SYSTEM COMPONENT LIST - 17-
1M50-J-000-02 - TELEPHONE
SYSTEM"
2455,079254C-1M50-NM-9001-008,"SYSTEM COMPONENT LIST - 17-
1M50-J-000-03 - PAGA AND
INTERCOM SYSTEM"
2456,079254C-1M50-NM-9001-009,"SYSTEM COMPONENT LIST - 17-
1M50-J-000-05 - FIRE AND GAS
DETECTION"
2457,079254C-1M50-NM-9001-010,"SYSTEM COMPONENT LIST - 17-
1M50-J-000-06 - CCTV"
2458,079254C-1M50-NM-9001-011,"SYSTEM COMPONENT LIST - 17-
1M50-F-000-01 - FIRE FIGHTING
AND SAFETY DEVICES"
2459,079254C-1M50-NM-9001-012,"SYSTEM COMPONENT LIST - 17-
1M50-F-000-02 - DELUGE SYSTEMS"
2460,079254C-1M50-NM-9001-013,"SYSTEM COMPONENT LIST - 17-
1M50-X-000-01 - OILY WATER
SEWER"
2461,079254C-1M50-NM-9001-014,"SYSTEM COMPONENT LIST - 17-
1M50-X-000-03 - SOUR WATER
CLOSED DRAIN"
2462,079254C-1M50-NM-9001-015,"SYSTEM COMPONENT LIST - 17-
1M50-E-000-12 - STREET
LIGHTING"
2463,079254C-1M50-NM-9001-016,"SYSTEM COMPONENT LIST - 17-
1M50-U-000-01 - INSTRUMENT AIR"
2464,079254C-1M50-NM-9001-017,"SYSTEM COMPONENT LIST - 17-
1M50-U-000-02 - PLANT AIR"
2465,079254C-1M50-NM-9001-018,"SYSTEM COMPONENT LIST - 17-
1M50-U-000-03 - NITROGEN"
2466,079254C-1M50-NM-9001-019,"SYSTEM COMPONENT LIST - 17-
1M50-U-000-04 - SERVICE WATER"
2467,079254C-1M50-NM-9001-020,"SYSTEM COMPONENT LIST - 17-
1M50-U-000-05 - POTABLE WATER"
2468,079254C-1M50-NM-9001-021,"SYSTEM COMPONENT LIST - 17-
1M50-U-000-07 - COOLING WATER"
2469,079254C-1M50-NM-9001-022,"SYSTEM COMPONENT LIST - 17-
1M50-U-000-08 - BOILER FEED
WATER"
2470,079254C-1M50-NM-9001-023,"SYSTEM COMPONENT LIST - 17-
1M50-U-000-09 - HP STEAM"
2471,079254C-1M50-NM-9001-024,"SYSTEM COMPONENT LIST - 17-
1M50-U-000-10 - MP STEAM"
2472,079254C-1M50-NM-9001-025,"SYSTEM COMPONENT LIST - 17-
1M50-U-000-11 - LP STEAM"
2473,079254C-1M50-NM-9001-026,"SYSTEM COMPONENT LIST - 17-
1M50-U-000-12 - HP CONDENSATE"
2474,079254C-1M50-NM-9001-027,"SYSTEM COMPONENT LIST - 17-
1M50-U-000-14 - LP CONDENSATE"
2475,079254C-1M50-NM-9001-028,"SYSTEM COMPONENT LIST - 17-
1M50-U-000-15 - NATURAL GAS"
2476,079254C-1M50-NM-9001-029,"SYSTEM COMPONENT LIST - 17-
1M50-U-000-16 - FUEL GAS"
2477,079254C-1M50-NM-9001-030,"SYSTEM COMPONENT LIST - 17-
1M50-U-000-17 - FIRE WATER"
2478,079254C-1M50-NM-9001-031,"SYSTEM COMPONENT LIST - 17-
1M50-U-000-31 - FLUSHING OIL"
2479,079254C-1M50-NM-9001-032,"SYSTEM COMPONENT LIST - 17-
1M50-U-000-50 - LPS STEAM
TRACING"
2480,079254C-1M50-NM-9001-033,"SYSTEM COMPONENT LIST - 17-
1M50-P-000-01 - HC FLARE
COLLECTION"
2481,079254C-1M50-NM-9001-034,"SYSTEM COMPONENT LIST - 17-
1M50-P-000-02 - ACID FLARE
COLLECTION"
2482,079254C-1M50-NM-9001-035,"SYSTEM COMPONENT LIST - 17-
1M50-P-000-03 - HC FLARE"
2483,079254C-1M50-NM-9001-036,"SYSTEM COMPONENT LIST - 17-
1M50-P-000-04 - ACID FLARE"
2484,079254C-1M50-NM-9001-037,"SYSTEM COMPONENT LIST - 17-
1M50-J-000-04 - AIR QUALITY
CABINET"
2485,079254C-1M50-NM-9001-038,"SYSTEM COMPONENT LIST - 17-
1M50-E-000-14 - AVIATION
LIGHTING"
2486,nan,HAND MONTHS REPORT  903
2487,079254C-1M50-DW-1360-000,"PIPING SPECIAL SUPPORTS
COLLECTION - UNIT 1M50P"
2488,079254C-1M50-DW-1360-014-1,SPECIAL SUPPORT S-1 M50 014
2489,079254C-1M50-DW-1360-015-1,SPECIAL SUPPORT S-1 M50 015
2490,079254C-1M50-DW-1360-016-1,SPECIAL SUPPORT S-1 M50 016
2491,079254C-1M50-DW-1360-017-1,SPECIAL SUPPORT S-1 M50 017
2492,079254C-1M50-DW-1360-018-1,SPECIAL SUPPORT S-1 M50 018
2493,079254C-1M50-DW-1421-001-01,"SITE PREPARATION - TEMPORARY
OPEN TRENCH / POND (1M50 -
FLARE AREA) PLAN AND SECTIONS"
2494,079254C-1M50-DW-1421-001-02,"SITE PREPARATION - TEMPORARY
OPEN TRENCH / POND (1M50 -
FLARE AREA) EXCAVATION PHASES
DETAILS"
2495,079254C-1M50-DW-1421-002-01,"SITE PREPARATION - PERMANENT
OPEN TRENCH / PONDS - ( 1M50 -
FLARE AREA ) PLAN"
2496,079254C-1M50-DW-1421-002-01,"SITE PREPARATION - PERMANENT
OPEN TRENCH / PONDS - ( 1M50 -
FLARE AREA ) PLAN"
2497,079254C-1M50-DW-1421-002-01,"SITE PREPARATION - PERMANENT
OPEN TRENCH / PONDS - ( 1M50 -
FLARE AREA ) PLAN"
2498,079254C-1M50-DW-1421-002-02,"SITE PREPARATION - PERMANENT
OPEN TRENCH / PONDS - ( 1M50 -
FLARE AREA ) SECTIONS &
DETAILS"
2499,079254C-1M50-DW-1421-002-02,"SITE PREPARATION - PERMANENT
OPEN TRENCH / PONDS - ( 1M50 -
FLARE AREA ) SECTIONS &
DETAILS"
2500,079254C-1M50-DW-1421-002-02,"SITE PREPARATION - PERMANENT
OPEN TRENCH / PONDS - ( 1M50 -
FLARE AREA ) SECTIONS &
DETAILS"
2501,079254C-1M50-DW-1421-002-03,"SITE PREPARATION - PERMANENT
OPEN TRENCH / PONDS - ( 1M50 -
FLARE AREA ) GEOTHECNICS
PROFILE & SECTIONS"
2502,079254C-1M50-DW-1421-002-03,"SITE PREPARATION - PERMANENT
OPEN TRENCH / PONDS - ( 1M50 -
FLARE AREA ) GEOTHECNICS
PROFILE & SECTIONS"
2503,079254C-1M50-DW-1421-002-03,"SITE PREPARATION - PERMANENT
OPEN TRENCH / PONDS - ( 1M50 -
FLARE AREA ) GEOTHECNICS
PROFILE & SECTIONS"
2504,079254C-1M50-DW-1421-002-04,"SITE PREPARATION - PERMANENT
OPEN TRENCH / PONDS - ( 1M50 -
FLARE AREA ) HYDRAULIC
TRENCHES PROFILE & SECTIONS"
2505,079254C-1M50-DW-1421-002-04,"SITE PREPARATION - PERMANENT
OPEN TRENCH / PONDS - ( 1M50 -
FLARE AREA ) HYDRAULIC
TRENCHES PROFILE & SECTIONS"
2506,079254C-1M50-DW-1421-002-04,"SITE PREPARATION - PERMANENT
OPEN TRENCH / PONDS - ( 1M50 -
FLARE AREA ) HYDRAULIC
TRENCHES PROFILE & SECTIONS"
2507,079254C-1M50-DW-1421-002-05,"SITE PREPARATION - PERMANENT
OPEN TRENCH / PONDS - ( 1M50 -
FLARE AREA ) SECTIONS &
DETAILS"
2508,079254C-1M50-DW-1421-002-05,"SITE PREPARATION - PERMANENT
OPEN TRENCH / PONDS - ( 1M50 -
FLARE AREA ) SECTIONS &
DETAILS"
2509,079254C-1M50-DW-1421-002-05,"SITE PREPARATION - PERMANENT
OPEN TRENCH / PONDS - ( 1M50 -
FLARE AREA ) SECTIONS &
DETAILS"
2510,079254C-1M50-DW-1421-002-06,"SITE PREPARATION - PERMANENT
OPEN TRENCH / PONDS - ( 1M50 -
FLARE AREA ) SECTIONS &
DETAILS"
2511,079254C-1M50-DW-1421-002-06,"SITE PREPARATION - PERMANENT
OPEN TRENCH / PONDS - ( 1M50 -
FLARE AREA ) SECTIONS &
DETAILS"
2512,079254C-1M50-DW-1421-002-07,"SITE PREPARATION - PERMANENT
OPEN TRENCH / PONDS - ( 1M50 -
FLARE AREA ) SECTIONS &
DETAILS"
2513,079254C-1M50-DW-1421-002-07,"SITE PREPARATION - PERMANENT
OPEN TRENCH / PONDS - ( 1M50 -
FLARE AREA ) SECTIONS &
DETAILS"
2514,079254C-1M50-DW-1421-002-08,"SITE PREPARATION - PERMANENT
OPEN TRENCH / PONDS - ( 1M50 -
FLARE AREA ) SECTIONS &
DETAILS"
2515,079254C-1M50-DW-1622-002-01,"POWER SYSTEM INSTALLATION
LAYOUT AREA 1M50"
2516,079254C-1M50-DW-1622-002-01,"POWER SYSTEM INSTALLATION
LAYOUT AREA 1M50"
2517,079254C-1M50-DW-1622-002-02,"POWER SYSTEM INSTALLATION
LAYOUT AREA 1M50"
2518,079254C-1M50-DW-1622-002-02,"POWER SYSTEM INSTALLATION
LAYOUT AREA 1M50"
2519,079254C-1M50-DW-1622-002-02,"POWER SYSTEM INSTALLATION
LAYOUT AREA 1M50"
2520,079254C-1M50-DW-1622-002-03,"POWER SYSTEM INSTALLATION
LAYOUT AREA 1M50"
2521,079254C-1M50-DW-1622-002-03,"POWER SYSTEM INSTALLATION
LAYOUT AREA 1M50"
2522,079254C-1M50-DW-1622-002-04,"POWER SYSTEM INSTALLATION
LAYOUT AREA 1M50"
2523,079254C-1M50-DW-1622-002-04,"POWER SYSTEM INSTALLATION
LAYOUT AREA 1M50"
2524,079254C-1M50-DW-1622-002-05,"POWER SYSTEM INSTALLATION
LAYOUT AREA 1M50"
2525,079254C-1M50-DW-1622-002-05,"POWER SYSTEM INSTALLATION
LAYOUT AREA 1M50"
2526,079254C-1M50-DW-1622-002-05,"POWER SYSTEM INSTALLATION
LAYOUT AREA 1M50"
2527,079254C-1M50-DW-1745-006-01,"UNIT 1M50 - FOUNDATION FOR
ISOLATED SUPPORT 50-IS-100"
2528,079254C-1M50-DW-1745-006-01,"UNIT 1M50 - FOUNDATION FOR
ISOLATED SUPPORT 50-IS-100"
2529,079254C-1M50-DW-1745-006-01,"UNIT 1M50 - FOUNDATION FOR
ISOLATED SUPPORT 50-IS-100"
2530,079254C-1M50-DW-1745-006-01,"UNIT 1M50 - FOUNDATION FOR
ISOLATED SUPPORT 50-IS-100"
2531,079254C-1M50-DW-1745-006-02,"UNIT 1M50 - FOUNDATION FOR
ISOLATED SUPPORT 50-IS-100"
2532,079254C-1M50-DW-1745-006-02,"UNIT 1M50 - FOUNDATION FOR
ISOLATED SUPPORT 50-IS-100"
2533,079254C-1M50-DW-1745-006-02,"UNIT 1M50 - FOUNDATION FOR
ISOLATED SUPPORT 50-IS-100"
2534,079254C-1M50-DW-1845-006-01,"UNIT 1M50 - ISOLATED SUPPORT
50-IS-100 - ISOMETRIC VIEW"
2535,079254C-1M50-DW-1845-006-02,"UNIT 1M50 - ISOLATED SUPPORT
50-IS-100 - 50-IS-003 - PLANS,
ELEVATION & DETAIL"
2536,079254C-1M50-DW-1845-006-03,"UNIT 1M50 - ISOLATED SUPPORT
50-IS-100 - 50-IS-004 - PLANS,
ELEVATION & DETAIL"
2537,079254C-1M50-DW-1845-006-04,"UNIT 1M50 - ISOLATED SUPPORT
50-IS-100 - 50-IS-005 - PLANS,
ELEVATION & DETAIL"
2538,079254C-1M50-DW-1845-006-05,"UNIT 1M50 - ISOLATED SUPPORT
50-IS-100 - 50-IS-006 - PLANS,
ELEVATION & DETAIL"
2539,079254C-1M50-DW-1845-006-06,"UNIT 1M50 - ISOLATED SUPPORT
50-IS-100 - 50-IS-007 - PLANS,
ELEVATIONS & DETAILS"
2540,nan,LIST AND REPORTS NM
2541,079254C-1M50-MTO-1745-006,"UNIT 1M50 - FLARE UNIT -
MATERIAL TAKE-OFF FOR
FOUNDATION FOR ISOLATED
SUPPORT 50-IS-100"
2542,079254C-1M50-MTO-1745-006,"UNIT 1M50 - FLARE UNIT -
MATERIAL TAKE-OFF FOR
FOUNDATION FOR ISOLATED
SUPPORT 50-IS-100"
2543,079254C-1M50-MTO-1745-006,"UNIT 1M50 - FLARE UNIT -
MATERIAL TAKE-OFF FOR
FOUNDATION FOR ISOLATED
SUPPORT 50-IS-100"
2544,079254C-1M50-MTO-1845-006,"UNIT 1M50 - FLARE UNIT -
MATERIAL TAKE-OFF FOR ISOLATED
SUPPORT 50-IS-100"
2545,079254C-1M50-MTO-1845-006,"UNIT 1M50 - FLARE UNIT -
MATERIAL TAKE-OFF FOR ISOLATED
SUPPORT 50-IS-100"
2546,079254C-1M50-PFD-0010-002-01,"PROCESS FLOW DIAGRAMS - FLARE
UNIT - HYDROCARBONS FLARE K.O.
DRUM AND PUMPOUT PUMPS"
2547,079254C-1M50-PFD-0010-002-01,"PROCESS FLOW DIAGRAMS - FLARE
UNIT - HYDROCARBONS FLARE K.O.
DRUM AND PUMPOUT PUMPS"
2548,079254C-1M50-PFD-0010-005-02,"DPDT DIAGRAM - FLARE UNIT -
HYDROCARBONS FLARE K.O. DRUM
AND PUMPOUT PUMPS"
2549,079254C-1M50-PID-0031-602-01,"PIPING & INSTRUMENT DIAGRAM FLARE UNIT (FLAU) POTABLE WATER, SERVICE WATER DISTRIBUTION"
2550,079254C-1M50-PID-0031-602-01,"PIPING & INSTRUMENT DIAGRAM FLARE UNIT (FLAU) POTABLE WATER, SERVICE WATER DISTRIBUTION"
2551,079254C-1M50-PID-0031-602-01,"PIPING & INSTRUMENT DIAGRAM FLARE UNIT (FLAU) POTABLE WATER, SERVICE WATER DISTRIBUTION"
2552,079254C-1M50-PID-0031-602-01,"PIPING & INSTRUMENT DIAGRAM FLARE UNIT (FLAU) POTABLE WATER, SERVICE WATER DISTRIBUTION"
2553,079254C-1M50-PID-0031-691-01,PIPING & INSTRUMENT DIAGRAM - FLARE UNIT (FLAU) - CONDENSATE POT DETAILS
2554,079254C-1M50-PID-0031-691-01,PIPING & INSTRUMENT DIAGRAM - FLARE UNIT (FLAU) - CONDENSATE POT DETAILS
2555,079254C-1M50-PID-0031-691-01,PIPING & INSTRUMENT DIAGRAM - FLARE UNIT (FLAU) - CONDENSATE POT DETAILS
2556,079254C-1M50-TSI-PTJ-13-00008,TECHNICAL SITE INSTRUCTION - INSERTION OF SS PLATES IN UBOLTS SUPPORTS OF FLARE PACKAGE 50-PK-001/002
2557,079254C-1M50-TSI-PTJ-17-00012,"TECHNICAL SITE INSTRUCTION -
CLARIFICATION OF POSTINSTALLED
ANCHORS ON DETAIL 2
& DETAIL 3"
2558,nan,LIST AND REPORTS NM
2559,nan,SYSTEM COMPONENT LIST 9001
2560,079254C-1M58-NM-9001-001,"SYSTEM COMPONENT LIST - 18-
1M58-C-000-01 - STRUCTURES"
2561,079254C-1M58-NM-9001-002,"SYSTEM COMPONENT LIST - 18-
1M58-C-000-02 - PIPERACK"
2562,079254C-1M58-NM-9001-003,"SYSTEM COMPONENT LIST - 18-
1M58-C-000-03 - PAVING, ROADS
AND TRENCHES"
2563,079254C-1M58-NM-9001-004,"SYSTEM COMPONENT LIST - 18-
1M58-E-000-01 - LIGHTING AND
SMALL POWER"
